iter	RMSE
164	0.4574953935
165	0.4569103997
166	0.4566386838
167	0.4561085965
168	0.4557881115
169	0.4551821485
170	0.4547361557
171	0.4544669684
172	0.4537329716
173	0.4530087984
174	0.4524447454
175	0.4515927005
176	0.4505508696
177	0.4500519411
178	0.4496073385
179	0.4489917899
180	0.448124711
181	0.4473426154
182	0.4462528771
183	0.4460028651
184	0.4455122691
185	0.4447770529
186	0.4441890796
187	0.4437860382
188	0.4432107964
189	0.442718047
190	0.4425631915
191	0.4419749993
192	0.4414778044
193	0.4412708558
194	0.4411100813
195	0.4409201177
196	0.4403070173
197	0.4401294779
198	0.4397524201
199	0.4394270983
200	0.4392641711
201	0.4388366508
202	0.4385182872
203	0.4382203529
204	0.4372315863
205	0.4362196772
206	0.4354645391
207	0.4348449975
208	0.4346459857
209	0.4340854315
210	0.433489768
211	0.4332983868
212	0.4325308525
213	0.432337005
214	0.4315882897
215	0.4314731448
216	0.4306901056
217	0.4294473229
218	0.4287661333
219	0.4285918502
220	0.427888504
221	0.4270588663
222	0.4259412725
223	0.4252420147
224	0.4248791192
225	0.4245868577
226	0.4239861211
227	0.4238217912
228	0.423668816
229	0.4229422581
230	0.4222920574
231	0.422120639
232	0.421510086
233	0.4207873902
234	0.4206950455
235	0.4202944461
236	0.419729442
237	0.4189764539
238	0.4188044917
239	0.4185280127
240	0.4180671988
241	0.4173103776
242	0.4166209837
243	0.4160672274
244	0.4157990116
245	0.4153813143
246	0.4148296193
247	0.4141295922
248	0.4140230219
249	0.4137738079
250	0.4137018201
251	0.4135154767
252	0.4130570714
253	0.4126940475
254	0.4123205663
255	0.4115879489
256	0.4110464646
257	0.4107134955
258	0.4105978705
259	0.4102063075
260	0.4094823737
261	0.4089842023
262	0.4087523557
263	0.4086193072
264	0.4074052397
265	0.4066111783
266	0.4060130344
267	0.4059146073
268	0.4058402605
269	0.4057727629
270	0.4055017786
271	0.4045259383
272	0.4039374292
273	0.4037975483
274	0.4032795488
275	0.4024458307
276	0.4022867669
277	0.4019121473
278	0.4012816654
279	0.4008064576
280	0.4002262313
281	0.4001459922
282	0.4000078469
283	0.3995418418
284	0.3990732809
285	0.3988203808
286	0.3978404731
287	0.3970876339
288	0.3964280991
289	0.3956439335
290	0.3954347177
291	0.3944959391
292	0.3936501429
293	0.3934250365
294	0.3933823182
295	0.3932770972
296	0.3922309159
297	0.3921502214
298	0.3910690153
299	0.3900100618
300	0.3896356759
301	0.3891928941
302	0.3889121531
303	0.3885393808
304	0.388306802
305	0.3881871197
306	0.3880823273
307	0.3878679347
308	0.3871470873
309	0.38693375
310	0.3862324572
311	0.3855870399
312	0.3849109255
313	0.3841830182
314	0.3841300997
315	0.3835992842
316	0.3833231774
317	0.3832723509
318	0.3825030712
319	0.3816750642
320	0.3813919735
321	0.3806928901
322	0.3806418213
323	0.3804147497
324	0.3803650697
325	0.379353308
326	0.3789224454
327	0.3783400334
328	0.377427717
329	0.3772772765
330	0.3766871883
331	0.3762107114
332	0.3760444959
333	0.3756296631
334	0.3746430562
335	0.3739483565
336	0.3737984742
337	0.3737451301
338	0.3735208679
339	0.3726207633
340	0.3719853777
341	0.3716302856
342	0.3707063646
343	0.3705980662
344	0.3698601967
345	0.3695975019
346	0.3688485566
347	0.3684022986
348	0.3681703737
349	0.3675767978
350	0.3675188413
351	0.3670088293
352	0.366608485
353	0.3659856247
354	0.365297654
355	0.3648302994
356	0.3647825589
357	0.3637960874
358	0.3631194993
359	0.3624636159
360	0.3621094698
361	0.3620238165
362	0.3610787415
363	0.3606715657
364	0.3602759587
365	0.3595169964
366	0.3589535582
367	0.3588579829
368	0.358481073
369	0.3581316313
370	0.3577244214
371	0.3575863931
372	0.3573627895
373	0.3564889105
374	0.3562635226
375	0.3561084828
376	0.3556622865
377	0.3549164452
378	0.3548797335
379	0.3546074291
380	0.3540811461
381	0.3536732281
382	0.3535977125
383	0.3529954012
384	0.3525449989
385	0.3520959961
386	0.3515527437
387	0.350828375
388	0.3500323584
389	0.349305253
390	0.3487726923
391	0.3484407604
392	0.347581855
393	0.3475430407
394	0.3471792637
395	0.3464205923
396	0.3456257475
397	0.3450428256
398	0.3442199835
399	0.3441055506
400	0.3439003326
401	0.3429412176
402	0.3427364043
403	0.34265915
404	0.3422009778
405	0.342027005
406	0.3419766082
407	0.3410903582
408	0.3409983293
409	0.3409444958
410	0.3405907934
411	0.3398887268
412	0.3393423629
413	0.339033217
414	0.338915181
415	0.3385449282
416	0.3381269615
417	0.3374493377
418	0.336906128
419	0.3368661296
420	0.3362318023
421	0.3355306889
422	0.3349469134
423	0.3343178483
424	0.3336360944
425	0.3331268577
426	0.33274728
427	0.3322681559
428	0.3318300029
429	0.3317596989
430	0.331514326
431	0.3314227122
432	0.3306393895
433	0.3301951156
434	0.3301627747
435	0.3295717037
436	0.3289901712
437	0.3289458233
438	0.3288994873
439	0.3284814249
440	0.3280427106
441	0.3274621352
442	0.3268745598
443	0.3263463123
444	0.3255366524
445	0.3248764139
446	0.3246382111
447	0.3239426558
448	0.3236626908
449	0.3230540002
450	0.3225160676
451	0.322132818
452	0.3216509305
453	0.3216218112
454	0.3207363096
455	0.3200746488
456	0.3199965447
457	0.3196256848
458	0.3190309596
459	0.3186684217
460	0.3182624769
461	0.3178333009
462	0.3172495687
463	0.3171358134
464	0.3166554788
465	0.3166201266
466	0.3162037536
467	0.3158473862
468	0.3155419338
469	0.3149419988
470	0.3143683568
471	0.3137986996
472	0.313123059
473	0.3125361339
474	0.3120947953
475	0.3114758811
476	0.3111315222
477	0.3106860002
478	0.3101980472
479	0.3098678413
480	0.3094595688
481	0.3088037372
482	0.3085534472
483	0.3081187871
484	0.307941213
485	0.3076412519
486	0.3069706468
487	0.3066953379
488	0.3064587242
489	0.3061352915
490	0.305738285
491	0.3057013213
492	0.3052742411
493	0.3049635469
494	0.3046429259
495	0.3046174595
496	0.3038764995
497	0.3033830422
498	0.302984213
499	0.3024316892
500	0.3023137044
501	0.3018833826
502	0.3014656629
503	0.3009902055
504	0.3009594043
505	0.3003969705
506	0.3002772413
507	0.2997812862
508	0.2993957635
509	0.2990350509
510	0.29849512
511	0.2979226973
512	0.2977839231
513	0.2976407753
514	0.2969253103
515	0.2965095567
516	0.2960086309
517	0.2958990099
518	0.2957189558
519	0.2953062548
520	0.2948210765
521	0.294404847
522	0.2940945099
523	0.2937517565
524	0.2933801474
525	0.2929928275
526	0.2924482555
527	0.2921602752
528	0.2918978879
529	0.2913297503
530	0.2910193069
531	0.2908931233
532	0.2908585356
533	0.290294605
534	0.289635093
535	0.2892397038
536	0.2888190732
537	0.2886932112
538	0.2878492982
539	0.2873885889
540	0.2868826678
541	0.2864280588
542	0.285957607
543	0.2857009675
544	0.2850636355
545	0.2848695088
546	0.2843504293
547	0.2840496975
548	0.2837750051
549	0.2832887476
550	0.2831089961
551	0.282882673
552	0.2823937016
553	0.2822278475
554	0.2818818586
555	0.281408205
556	0.280890948
557	0.280332886
558	0.2798822703
559	0.2798166671
560	0.2794673819
561	0.2788788357
562	0.2786139353
563	0.2783961906
564	0.2783359961
565	0.2780429339
566	0.2778634858
567	0.2775048702
568	0.2771410078
569	0.2769511734
570	0.2763494551
571	0.2758308231
572	0.2755622327
573	0.2755239455
574	0.2754164598
575	0.2748450971
576	0.2741666063
577	0.2737907428
578	0.2733812352
579	0.2728607434
580	0.2726193836
581	0.2722889497
582	0.2718298485
583	0.2715323403
584	0.2711389027
585	0.2710912581
586	0.2704504116
587	0.27028556
588	0.2702643715
589	0.2700456142
590	0.2698495272
591	0.2696357427
592	0.2693641208
593	0.2689851312
594	0.2687694328
595	0.2686675611
596	0.2682721617
597	0.2678471619
598	0.2676006186
599	0.267069165
600	0.2670439056
601	0.2667774449
602	0.2665864273
603	0.2665128246
604	0.2660739656
605	0.2657315997
606	0.265272781
607	0.2647465176
608	0.264461483
609	0.2640754229
610	0.2640597124
611	0.2639294659
612	0.2637334911
613	0.2633088161
614	0.262858298
615	0.2627896463
616	0.262548073
617	0.262521717
618	0.2621780591
619	0.2618310484
620	0.2615059793
621	0.2611534798
622	0.2610278062
623	0.2607655029
624	0.2606709263
625	0.260288224
626	0.2602195186
627	0.2601697445
628	0.259951239
629	0.25966557
630	0.2591911294
631	0.2586168373
632	0.2584703689
633	0.2581572937
634	0.2579260904
635	0.2575695615
636	0.2573503207
637	0.2571131576
638	0.2569631143
639	0.2566904065
640	0.2566808826
641	0.2565687472
642	0.2562828805
643	0.256113213
644	0.2556722983
645	0.2550927534
646	0.2549621281
647	0.2545119806
648	0.2542432085
649	0.2539691723
650	0.2534657402
651	0.2530942762
652	0.2527071148
653	0.2524857993
654	0.2523535758
655	0.251967546
656	0.251955878
657	0.2516256497
658	0.2512003833
659	0.2507611395
660	0.250498872
661	0.250186152
662	0.2495339627
663	0.249419067
664	0.2490475895
665	0.248610737
666	0.2482008669
667	0.2479727166
668	0.2477013468
669	0.2475905292
670	0.2473071072
671	0.2471455894
672	0.2469938082
673	0.2464072588
674	0.2462099787
675	0.2461133064
676	0.2458982579
677	0.2454299627
678	0.2450964886
679	0.2448233924
680	0.2446127681
681	0.2441110457
682	0.2438001722
683	0.2435771558
684	0.2434269236
685	0.2430177895
686	0.2425973231
687	0.2421975871
688	0.2418651125
689	0.2418273243
690	0.2415106373
691	0.2411780899
692	0.2410387014
693	0.2407013581
694	0.2402947865
695	0.2399488347
696	0.2397968139
697	0.2395858408
698	0.239058146
699	0.238776388
700	0.2385161517
701	0.2382951398
702	0.2382066416
703	0.2380129068
704	0.2375265077
705	0.2372482547
706	0.2371564855
707	0.2369846456
708	0.2366796959
709	0.2363164666
710	0.235997584
711	0.2357235828
712	0.2353571801
713	0.234923374
714	0.2347655539
715	0.2344836225
716	0.2341779594
717	0.2339717914
718	0.2334898366
719	0.2330264028
720	0.232643842
721	0.2322224037
722	0.232000027
723	0.2318047703
724	0.2317910433
725	0.2316284601
726	0.231001008
727	0.2309180778
728	0.2305296396
729	0.2304582654
730	0.2302544769
731	0.229955381
732	0.2297110401
733	0.2294833361
734	0.2291256868
735	0.2290682954
736	0.2287218559
737	0.2285176654
738	0.2281875141
739	0.2281011119
740	0.2279762242
741	0.2277161719
742	0.2272760047
743	0.2272075483
744	0.2268644541
745	0.2264759073
746	0.2262484894
747	0.2260006935
748	0.2256647291
749	0.225594052
750	0.2255005177
751	0.2253479978
752	0.2248659452
753	0.2245485687
754	0.2245343162
755	0.2244552676
756	0.2244158462
757	0.2241595497
758	0.2237134051
759	0.2233685867
760	0.2231649146
761	0.223017895
762	0.2227938599
763	0.2224553508
764	0.2221597319
765	0.2218879401
766	0.2218471077
767	0.2217071872
768	0.2215794473
769	0.2211944126
770	0.2211841363
771	0.2208505617
772	0.2207861404
773	0.2207163466
774	0.2206014694
775	0.2205918521
776	0.2204226235
777	0.2203621441
778	0.2203521498
779	0.2201128638
780	0.2197128101
781	0.2193762443
782	0.2193618431
783	0.2193442336
784	0.2190176611
785	0.2186161802
786	0.2183277924
787	0.2179460989
788	0.2178954844
789	0.2175899552
790	0.2172651826
791	0.2168036672
792	0.2165527223
793	0.2163383161
794	0.2160759944
795	0.2157239433
796	0.2155232167
797	0.2152573339
798	0.2152507373
799	0.2148852249
800	0.214591675
801	0.2144881529
802	0.2142957803
803	0.2140709185
804	0.2137974258
805	0.2136356089
806	0.213364516
807	0.2132247729
808	0.212953249
809	0.2129453414
810	0.2127123959
811	0.2124522306
812	0.2123338416
813	0.2123246856
814	0.2123109452
815	0.2122023437
816	0.2118828484
817	0.21182497
818	0.2117691478
819	0.2114976994
820	0.2111781242
821	0.2110318993
822	0.2107602282
823	0.2104757227
824	0.2104452
825	0.2103956412
826	0.2101409076
827	0.2100012966
828	0.2096187639
829	0.209587681
830	0.2093651034
831	0.2091247135
832	0.2087180493
833	0.2083943903
834	0.2082699929
835	0.2079744858
836	0.2077612128
837	0.207507031
838	0.2074546779
839	0.207097459
840	0.2069842168
841	0.2066153797
842	0.2061994376
843	0.2060963401
844	0.2058848625
845	0.2055535345
846	0.205444705
847	0.205095791
848	0.2048644768
849	0.2045760938
850	0.2044692826
851	0.2043212756
852	0.2039093806
853	0.2036303636
854	0.2034648646
855	0.2033866648
856	0.2031699036
857	0.2029129829
858	0.2026198545
859	0.202457788
860	0.2022334077
861	0.2019350971
862	0.2015587423
863	0.2015046444
864	0.2012304175
865	0.2010474335
866	0.2008575566
867	0.2005977718
868	0.2004288401
869	0.2000940127
870	0.1997981722
871	0.1996237666
872	0.1993005109
873	0.1992538012
874	0.1990012756
875	0.1987089022
876	0.1983863263
877	0.1980717265
878	0.1978761869
879	0.1978182564
880	0.1976796915
881	0.1976422758
882	0.197576579
883	0.1973317556
884	0.1971288354
885	0.1971203791
886	0.1967461835
887	0.1964790956
888	0.1963351664
889	0.1960919225
890	0.1959481123
891	0.1957413853
892	0.195635582
893	0.1951705644
894	0.1949782343
895	0.1946304091
896	0.1945212001
897	0.194306527
898	0.1942493941
899	0.1940000434
900	0.193700864
901	0.193537441
902	0.1933949729
903	0.1931847567
904	0.1928121948
905	0.1927989002
906	0.1927079109
907	0.1924426383
908	0.192391976
909	0.192084593
910	0.191863703
911	0.1915921658
912	0.1912114681
913	0.1909606934
914	0.1907650717
915	0.1906980089
916	0.1904120996
917	0.1901498222
918	0.1899525808
919	0.1896842274
920	0.1893315274
921	0.1891877197
922	0.188905708
923	0.1886599144
924	0.188612525
925	0.1885253738
926	0.1882714872
927	0.1880708556
928	0.1878408522
929	0.1874835133
930	0.1873199415
931	0.1869844224
932	0.1867676584
933	0.1866000197
934	0.1865943716
935	0.1865883815
936	0.1863512404
937	0.1861862265
938	0.1860421671
939	0.1859550849
940	0.185836897
941	0.1856747352
942	0.1854877512
943	0.1854462567
944	0.1851632472
945	0.1849575328
946	0.1847725802
947	0.1844861141
948	0.1842781744
949	0.1839453236
950	0.1836945361
951	0.1833028142
952	0.1830452921
953	0.1828178408
954	0.1826181139
955	0.1824410703
956	0.1823150497
957	0.1820258443
958	0.1816539104
959	0.1814834509
960	0.1814427723
961	0.181217884
962	0.1811350842
963	0.1808373908
964	0.1808149133
965	0.1806635826
966	0.1804076819
967	0.1802814056
968	0.1799809973
969	0.179830171
970	0.1798237965
971	0.1797957914
972	0.1796301935
973	0.179239871
974	0.1790133206
975	0.1787256543
976	0.1785729358
977	0.1785397321
978	0.1784101617
979	0.1783589952
980	0.1782466008
981	0.1781163145
982	0.1779679788
983	0.1777656913
984	0.1776687513
985	0.1775510094
986	0.177261861
987	0.177146479
988	0.1768976242
989	0.1766273133
990	0.1763675249
991	0.1759930982
992	0.1759684728
993	0.1758793303
994	0.1756351411
995	0.1754603131
996	0.1754523771
997	0.1753928353
998	0.1751667984
999	0.1750635712
